SEX,OWN_RENT,DPHY,DEYE,DEAR
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,2,2,2,2
1,1,1,2,2
2,1,2,2,2
2,1,N,2,2
2,1,2,2,2
2,2,2,1,2
1,2,2,2,2
1,1,2,2,2
1,1,2,2,2
2,2,N,2,2
1,1,2,2,2
2,1,2,2,2
1,2,1,2,2
1,1,2,2,2
1,2,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,2,1,2,2
1,1,2,2,2
1,1,2,2,2
2,2,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,0,2,2,2
1,1,2,2,2
2,1,2,2,2
1,2,2,2,2
2,1,2,2,2
1,1,N,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,2,1,2,2
1,1,2,2,2
1,1,2,2,2
1,2,2,2,2
1,1,2,2,2
1,2,2,2,2
1,0,2,2,2
2,1,2,2,2
1,2,2,2,2
1,1,2,2,2
2,0,2,2,2
2,1,2,2,2
1,0,1,2,2
2,1,2,2,2
1,2,2,2,2
1,1,1,2,2
2,1,N,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,2,2,2,2
1,2,1,2,2
1,1,2,2,2
1,2,2,2,2
1,1,N,2,2
1,2,1,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,2,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,N,2,2
2,1,2,2,2
2,2,2,2,2
2,1,2,2,2
1,1,2,2,2
2,2,2,2,2
2,2,2,2,2
1,2,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,1,2,2
1,1,2,2,2
2,1,2,2,2
1,2,2,2,1
1,1,2,2,2
2,1,2,2,2
1,2,2,2,2
1,1,2,2,2
2,1,2,2,2
2,2,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,1,2,2
2,0,2,2,2
2,1,2,2,2
2,1,2,2,2
1,0,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,2,N,2,2
1,1,2,2,2
1,1,2,2,2
2,2,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,1,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,2,2,2,2
1,1,2,2,2
1,2,2,2,2
2,0,2,2,2
2,2,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,2,2,2,2
1,1,2,2,2
2,1,2,2,2
2,0,2,2,1
1,1,2,2,2
1,1,2,2,2
1,0,2,2,2
1,1,N,2,2
2,2,2,2,2
1,1,2,2,2
2,1,N,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,0,1,2,2
1,1,2,2,2
2,0,1,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,2,2,2,2
1,1,2,2,2
1,1,2,2,2
1,2,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,2,1,2,1
2,0,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,N,2,2
1,0,1,2,1
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,2,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,1
1,1,2,2,2
2,1,2,2,2
2,2,2,2,2
1,1,2,2,1
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,2,1,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,2,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,2,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,2,2,2,2
1,1,2,2,2
2,1,2,2,2
2,0,1,2,1
2,2,2,2,2
1,1,2,2,2
1,2,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,2,2,2,2
2,0,2,2,2
2,2,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,2,N,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,2,N,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,2,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,2,N,2,2
1,1,2,2,2
2,1,2,2,2
1,0,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,0,2,2,2
2,1,2,2,2
1,0,2,2,2
1,2,2,2,2
1,1,2,2,2
1,2,2,2,2
1,1,2,2,2
1,1,2,2,2
2,0,2,2,2
2,0,1,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,2,1,2,2
2,1,2,2,2
2,0,1,1,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,1
2,0,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,2,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,2,2,2,2
1,1,2,2,2
2,0,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,2,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,1,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,1,1,2
1,1,2,2,2
1,2,2,2,2
1,1,2,2,2
2,1,2,2,2
2,2,2,2,2
1,1,2,2,2
1,0,2,2,2
2,1,2,2,2
2,1,2,2,2
2,2,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,2,2,2,2
1,1,2,2,2
2,1,2,2,2
1,0,1,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,0,2,2,2
1,1,2,2,2
2,1,2,2,2
2,0,1,2,2
1,1,2,2,2
2,1,2,2,2
2,2,2,2,2
1,2,2,2,2
1,1,2,2,2
2,1,2,2,2
2,0,2,2,2
1,1,2,2,2
2,1,2,2,2
2,2,2,2,2
2,1,1,2,2
2,2,1,2,2
2,1,2,2,2
1,2,2,2,2
2,1,2,2,2
2,1,N,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,2,2,2,2
1,0,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,2,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,0,2,2,2
2,1,2,2,2
1,1,2,2,2
2,0,1,2,2
1,2,N,2,2
2,1,2,2,2
1,2,2,2,2
2,1,2,2,2
2,2,2,2,1
1,0,2,2,2
1,1,2,2,2
2,1,N,2,2
2,1,2,2,2
2,2,2,2,2
1,1,N,2,2
2,1,2,2,2
2,2,1,2,2
2,1,N,2,2
2,2,1,2,2
1,2,2,2,2
2,1,2,2,2
1,1,2,2,1
2,1,2,2,2
2,1,2,2,2
2,2,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,1,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,2,2,2,2
2,2,N,2,2
1,0,2,2,2
1,1,2,2,2
2,1,2,2,2
1,2,2,2,1
1,1,2,2,2
2,1,1,2,2
1,2,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,2,2,2,2
1,1,2,2,2
1,2,N,2,2
1,1,2,2,2
1,2,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,N,2,2
2,1,2,2,2
2,1,2,2,2
2,2,2,2,2
2,1,2,2,2
1,1,N,2,2
2,1,2,2,2
2,1,2,2,2
2,0,2,2,2
1,1,2,2,2
1,1,2,1,2
2,1,2,2,2
2,2,2,2,2
2,1,2,2,2
1,2,2,2,2
2,2,2,2,2
2,1,1,2,2
1,1,2,2,2
2,2,2,2,2
2,1,N,2,2
2,1,N,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,2,2,2,2
2,0,2,2,2
2,1,2,2,2
1,1,2,2,2
1,0,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,2,2,2,2
1,1,2,2,2
2,0,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,2,1,2,1
2,2,2,2,2
2,2,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,1,2,2
2,1,2,2,2
1,1,2,2,2
1,0,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,2,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,1,1,1
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,N,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,N,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,2,2,2,2
1,2,2,1,2
2,2,2,2,2
1,2,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,0,1,2,2
2,1,2,2,2
2,2,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,0,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,2,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,1,2,2
2,0,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,2,2,2,2
1,1,2,2,2
1,1,1,2,1
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,1,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,2,2,2,2
2,0,1,2,2
1,1,N,2,2
1,1,1,2,2
1,1,2,2,2
2,1,1,2,2
1,1,2,2,2
2,2,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,1,2,2
2,0,1,2,1
2,2,1,1,2
1,2,2,2,2
2,1,2,2,2
2,1,2,2,2
2,2,2,2,2
2,1,2,2,2
2,1,2,2,2
2,2,2,2,1
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,0,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,2,N,2,2
2,1,N,2,2
1,0,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,1,2,2
1,1,2,2,2
1,1,2,2,2
2,1,1,2,1
2,2,2,2,2
1,1,2,2,2
2,1,2,2,2
1,2,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,0,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,N,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,2,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,2,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,0,2,2,2
2,1,2,2,2
2,1,2,2,2
1,2,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,N,2,2
2,1,2,2,2
1,2,2,2,2
2,2,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,2,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,1
1,1,N,2,2
1,1,2,2,2
2,0,1,2,2
1,2,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,2,2,2,2
1,2,2,2,2
1,1,2,2,2
1,2,N,2,2
2,1,2,2,2
2,1,2,2,2
2,2,2,2,2
2,1,N,2,2
1,1,2,2,2
2,1,2,2,2
1,2,N,2,2
2,1,2,2,2
2,2,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,2,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,N,2,2
2,1,2,2,2
2,0,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,2,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,0,2,2,2
1,1,N,2,2
2,1,2,2,2
1,0,1,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,0,1,2,2
2,1,2,2,2
2,2,2,2,2
2,0,1,1,1
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,2,2,2,2
1,2,N,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,0,1,1,2
2,1,2,2,2
1,1,N,2,2
1,1,2,2,2
2,1,2,2,1
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,2,2,2,2
2,1,2,2,2
2,1,2,2,2
1,0,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,0,2,2,2
1,2,2,2,2
2,1,2,2,2
1,1,2,2,2
1,0,2,2,2
2,1,2,2,2
2,1,N,2,2
2,2,2,2,2
1,1,2,2,2
1,1,2,2,1
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,2,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,2,2,2,2
1,1,N,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,2,2,2,2
2,1,2,2,2
1,1,2,2,2
2,2,N,2,2
2,1,2,2,2
2,1,N,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,2,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,1,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,2,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,N,2,2
2,1,2,2,2
2,1,2,2,2
2,0,1,2,2
2,2,2,2,2
1,0,1,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,1,2
2,2,N,2,2
2,2,2,2,2
1,1,2,2,2
1,1,2,2,2
2,0,1,2,1
1,2,2,2,2
1,2,2,2,1
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,2,1,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,2,2,2,2
2,1,2,2,2
1,1,2,2,2
2,2,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,1
2,1,2,2,2
1,1,2,2,2
1,2,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,2,2,2,1
2,2,2,2,2
1,1,2,2,2
1,2,2,2,2
2,2,2,2,2
2,1,2,2,2
2,2,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,0,2,2,2
2,2,1,2,2
1,1,N,2,2
1,1,2,2,2
1,1,2,2,2
2,2,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,2,2,2,2
2,2,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,N,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,0,1,2,2
1,0,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,N,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,2,2,2,2
1,1,2,2,2
1,1,2,1,1
1,0,2,2,2
2,2,2,2,2
2,2,2,2,2
2,1,2,2,2
2,1,2,2,2
2,2,1,2,2
1,1,N,2,2
1,1,2,2,2
1,1,2,2,2
1,1,N,2,2
1,1,2,2,2
1,1,2,2,2
1,2,2,2,2
1,1,2,2,2
1,2,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,N,2,2
2,1,2,2,2
1,1,2,2,2
1,2,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,N,2,2
1,1,2,2,2
2,2,2,2,2
1,1,2,2,2
1,2,2,2,2
1,1,2,2,2
2,0,2,2,2
1,2,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,2,2,2,2
1,2,2,2,2
2,2,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,0,2,2,2
2,1,2,2,2
1,0,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,1,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,2,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,0,1,2,2
2,0,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,2,2,2,2
1,1,N,2,2
2,1,2,2,2
2,2,2,2,2
1,1,2,2,2
1,0,2,2,2
2,1,2,2,2
1,1,2,2,2
2,2,2,2,2
2,1,2,2,2
2,1,2,2,2
1,2,2,2,2
2,2,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,1
2,1,2,2,2
1,2,2,2,2
1,1,2,2,2
2,2,2,2,2
2,1,2,2,2
1,1,N,2,2
1,1,2,2,2
2,2,2,2,2
2,2,N,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,2,2,2,2
1,1,2,2,2
2,0,2,2,2
1,1,2,2,2
2,2,1,1,1
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,2,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,2,2,2,2
1,1,2,2,2
1,1,2,2,2
2,0,2,2,2
1,1,2,2,2
1,1,N,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,0,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,2,1,2,2
2,1,2,2,2
1,1,N,2,2
1,0,1,1,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,2,2,2,2
1,1,N,2,2
1,2,2,2,2
2,2,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,2,1,2,2
2,1,2,2,2
1,2,2,2,1
1,1,2,2,2
1,1,2,2,2
2,2,2,2,2
1,2,1,2,1
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,2,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,2,2,2,2
1,1,2,2,2
2,2,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,2,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,1,2,1
1,0,2,2,2
2,0,2,2,2
1,1,2,2,2
1,1,2,2,2
2,2,1,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,2,1,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,0,2,2,2
2,2,2,2,2
1,1,2,2,2
1,2,2,2,2
2,1,2,2,2
2,1,2,2,2
2,2,2,2,1
1,1,2,2,2
1,1,N,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,0,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,0,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,1,2,1
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,2,N,2,2
2,2,2,2,2
1,1,2,2,2
2,2,2,2,2
2,1,2,2,2
2,1,1,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,2,2,2,2
1,2,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,2,2,2,2
2,1,2,2,2
2,1,2,2,2
2,2,2,2,2
1,1,2,2,2
2,0,1,2,1
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,0,1,2,2
1,1,2,2,2
2,2,2,2,1
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,2,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,2,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,2,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,2,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,0,2,2,2
1,2,2,2,2
1,0,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,2,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,1
1,1,2,2,2
1,1,1,2,2
2,1,2,2,2
2,1,2,2,2
2,2,N,2,2
2,1,2,2,2
2,1,N,2,2
2,1,2,2,2
1,1,2,2,2
1,2,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,0,2,2,2
2,2,2,2,2
1,1,2,2,2
2,1,1,1,2
2,2,2,2,2
1,1,2,2,1
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,N,2,2
2,2,2,2,2
1,0,2,2,2
1,1,2,2,2
2,1,2,2,2
1,2,2,2,2
1,1,1,2,2
1,0,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,2,2,2,2
2,0,1,1,2
2,1,2,2,2
2,1,2,2,2
2,2,2,2,2
2,2,1,2,2
2,2,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,2,2,2,2
2,1,2,2,2
2,2,2,2,2
2,1,2,2,2
1,1,2,2,2
2,2,N,2,2
1,1,2,2,2
1,0,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,0,2,2,2
2,0,2,2,2
1,2,2,1,2
2,1,2,2,2
2,2,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,1
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,1,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,2,2,2,2
1,1,2,2,2
1,2,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,0,2,2,2
2,1,2,2,2
2,2,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,1,2,2
1,1,2,2,2
2,1,2,2,2
2,2,1,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
2,1,2,2,2
1,2,N,2,2
2,1,2,2,2
1,2,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,1
1,2,2,2,2
2,1,1,2,2
2,2,2,2,2
1,1,2,2,2
1,2,N,2,2
2,1,2,2,2
2,1,2,2,2
1,0,1,2,2
2,1,2,2,2
1,2,2,2,2
1,2,2,2,2
2,1,2,2,2
2,0,1,2,2
2,1,1,2,2
2,1,2,2,2
1,1,N,2,2
1,1,2,2,2
2,2,2,2,2
2,2,2,2,2
1,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,2,2,2,2
1,1,2,2,2
1,2,2,2,2
2,1,2,2,2
1,2,2,2,2
2,2,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
2,1,1,2,2
2,1,N,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,2,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,2,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
1,1,2,2,2
2,1,2,2,2
2,1,2,2,2
1,1,2,2,2
1,2,2,2,2
2,1,2,2,2
1,1,2,2,2
1,1,2,2,2
